Scrape started on: 11:10:09
[STARTUP | Mon May 31 11:10:09 2021 | main.py | <module>]: Init Database
[SCRAPE | Mon May 31 11:45:16 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Shiba Swap not found on sniffer
[SCRAPE | Mon May 31 11:45:17 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: CrazyFruit not found on sniffer
[SCRAPE | Mon May 31 11:45:19 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: FUCKMYEX100 not found on sniffer
[SCRAPE | Mon May 31 11:45:20 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: RollingStone_BSC not found on sniffer
[SCRAPE | Mon May 31 11:45:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SHIBAROCKETX not found on sniffer
[SCRAPE | Mon May 31 11:45:24 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: CoffeeSwap not found on sniffer
[SCRAPE | Mon May 31 11:45:25 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: CryptoSushi not found on sniffer
[SCRAPE | Mon May 31 11:45:27 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: FUCKMYEX100 not found on sniffer
[SCRAPE | Mon May 31 11:45:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SafeMoonVICE not found on sniffer
[SCRAPE | Mon May 31 11:45:30 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: NFT AssAssin  not found on sniffer
[SCRAPE | Mon May 31 11:45:32 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Long Token not found on sniffer
[SCRAPE | Mon May 31 11:45:33 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Best Buy Finance not found on sniffer
[SCRAPE | Mon May 31 11:45:35 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: AbyssProtocol not found on sniffer
[SCRAPE | Mon May 31 11:45:37 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: ChloeToken not found on sniffer
[SCRAPE | Mon May 31 11:45:38 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: INAKUSHINE not found on sniffer
[SCRAPE | Mon May 31 11:45:40 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: RUG ROULETTE not found on sniffer
[SCRAPE | Mon May 31 11:45:41 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: DRAGNBALL not found on sniffer
[SCRAPE | Mon May 31 11:45:43 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Voltron not found on sniffer
[SCRAPE | Mon May 31 11:45:45 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Inception not found on sniffer
[SCRAPE | Mon May 31 11:45:46 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: BerrySwap not found on sniffer
[SCRAPE | Mon May 31 11:45:48 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: MoonPAD not found on sniffer
[SCRAPE | Mon May 31 11:45:49 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Beatsquare not found on sniffer
[SCRAPE | Mon May 31 11:45:51 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: RoyalCorgi not found on sniffer
[SCRAPE | Mon May 31 11:45:53 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Uber Finance not found on sniffer
[SCRAPE | Mon May 31 11:45:54 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: FeedEveryPenguin not found on sniffer
[SCRAPE | Mon May 31 11:45:56 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SAFE.ETH not found on sniffer
[SCRAPE | Mon May 31 11:45:57 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: LOLLYPOP not found on sniffer
[SCRAPE | Mon May 31 11:45:59 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: KILLUA not found on sniffer
[SCRAPE | Mon May 31 11:46:01 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: MOONSHOT not found on sniffer
[SCRAPE | Mon May 31 11:46:02 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Dong Doge not found on sniffer
[SCRAPE | Mon May 31 11:46:04 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: UchinoInu not found on sniffer
[SCRAPE | Mon May 31 11:46:05 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Tamagotchi not found on sniffer
[SCRAPE | Mon May 31 11:46:07 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SoccerWorld not found on sniffer
[SCRAPE | Mon May 31 11:46:09 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: NASAX not found on sniffer
[SCRAPE | Mon May 31 11:46:10 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: NASAX not found on sniffer
[SCRAPE | Mon May 31 11:46:12 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: RocketShiba not found on sniffer
[SCRAPE | Mon May 31 11:46:13 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Balenciaga Token not found on sniffer
[SCRAPE | Mon May 31 11:46:15 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: CoolDoge not found on sniffer
[SCRAPE | Mon May 31 11:46:17 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: XiaomiCoin not found on sniffer
[SCRAPE | Mon May 31 11:46:18 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: MoonBlessing not found on sniffer
[SCRAPE | Mon May 31 11:46:20 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SafeDreamToken not found on sniffer
[SCRAPE | Mon May 31 11:46:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: HoldPump not found on sniffer
[SCRAPE | Mon May 31 11:46:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Rocket Rabbit not found on sniffer
[SCRAPE | Mon May 31 11:46:25 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Avengerstoken not found on sniffer
[SCRAPE | Mon May 31 11:46:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SweetPeach not found on sniffer
[SCRAPE | Mon May 31 11:46:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: RollingStone_BSC not found on sniffer
[SCRAPE | Mon May 31 11:46:30 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Rolling Stones (@rollingstone_BSC) not found on sniffer
[SCRAPE | Mon May 31 11:46:31 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: BAI not found on sniffer
[SCRAPE | Mon May 31 11:46:33 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SilentDragon not found on sniffer
[SCRAPE | Mon May 31 11:46:34 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: MoonGagarin not found on sniffer
[SCRAPE | Mon May 31 11:46:36 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Doxa Tokens not found on sniffer
[SCRAPE | Mon May 31 11:46:38 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Mate not found on sniffer
[SCRAPE | Mon May 31 11:46:39 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: BiggerSwap not found on sniffer
[SCRAPE | Mon May 31 11:46:41 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Kawai INU not found on sniffer
[SCRAPE | Mon May 31 11:46:42 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: HASHPANDAS not found on sniffer
[SCRAPE | Mon May 31 11:46:44 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Pornhub not found on sniffer
[SCRAPE | Mon May 31 11:46:46 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Kitty kitty Inu not found on sniffer
[SCRAPE | Mon May 31 11:46:47 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Inu Token not found on sniffer
[SCRAPE | Mon May 31 11:46:49 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Blue Balls not found on sniffer
[SCRAPE | Mon May 31 11:46:51 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SHINESHIBA not found on sniffer
[SCRAPE | Mon May 31 11:46:52 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: MARGIN CALL TOKEN  not found on sniffer
[SCRAPE | Mon May 31 11:46:54 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: NCT not found on sniffer
[SCRAPE | Mon May 31 11:46:55 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SAFEDADDY not found on sniffer
[SCRAPE | Mon May 31 11:46:57 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Moon not found on sniffer
[SCRAPE | Mon May 31 11:46:59 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: KiwiSwap not found on sniffer
[SCRAPE | Mon May 31 11:47:00 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Moon not found on sniffer
[SCRAPE | Mon May 31 11:47:02 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: TechnoAkita not found on sniffer
[SCRAPE | Mon May 31 11:47:03 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: qanplatform.com not found on sniffer
[SCRAPE | Mon May 31 11:47:05 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: DiamondSwap not found on sniffer
[SCRAPE | Mon May 31 11:47:07 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: KingCoin not found on sniffer
[SCRAPE | Mon May 31 11:47:08 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: AirBNB Token not found on sniffer
[SCRAPE | Mon May 31 11:47:10 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Prueba not found on sniffer
[SCRAPE | Mon May 31 11:47:12 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: HeroCard not found on sniffer
[SCRAPE | Mon May 31 11:47:13 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Rolling Stones (@rollingstone_BSC) not found on sniffer
[SCRAPE | Mon May 31 11:47:15 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: LEX Shield not found on sniffer
[SCRAPE | Mon May 31 11:47:17 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Selfish not found on sniffer
[SCRAPE | Mon May 31 11:47:18 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: RICHSHIBA not found on sniffer
[SCRAPE | Mon May 31 11:47:20 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Lannistar not found on sniffer
[SCRAPE | Mon May 31 11:47:21 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Yahoo Finance not found on sniffer
[SCRAPE | Mon May 31 11:47:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Nudnik Rattle not found on sniffer
[SCRAPE | Mon May 31 11:47:25 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Cockzilla not found on sniffer
[SCRAPE | Mon May 31 11:47:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: TwinsRabbit not found on sniffer
[SCRAPE | Mon May 31 11:47:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Stark Token not found on sniffer
[SCRAPE | Mon May 31 11:47:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Mate not found on sniffer
[SCRAPE | Mon May 31 11:47:31 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Mate not found on sniffer
[SCRAPE | Mon May 31 11:47:33 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: LamboLottery not found on sniffer
[SCRAPE | Mon May 31 11:47:34 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Mate not found on sniffer
[SCRAPE | Mon May 31 11:47:36 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: HYPERCOIN not found on sniffer
[SCRAPE | Mon May 31 11:47:37 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: House of Dragmoon not found on sniffer
[SCRAPE | Mon May 31 11:47:39 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: ABC Token not found on sniffer
[SCRAPE | Mon May 31 11:47:41 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: ROCKETDOGE not found on sniffer
[SCRAPE | Mon May 31 11:47:42 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: ONEPIECE not found on sniffer
[SCRAPE | Mon May 31 11:47:44 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: keisukeinu.finance not found on sniffer
[SCRAPE | Mon May 31 11:47:45 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: VOIDchain not found on sniffer
[SCRAPE | Mon May 31 11:47:47 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: tilecoin not found on sniffer
[SCRAPE | Mon May 31 11:47:49 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Vipper Token not found on sniffer
[SCRAPE | Mon May 31 11:47:50 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Mate not found on sniffer
[SCRAPE | Mon May 31 11:47:52 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: DOGESCOBAR not found on sniffer
[SCRAPE | Mon May 31 11:47:53 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: DOUD not found on sniffer
[SCRAPE | Mon May 31 11:47:55 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SafeCoin not found on sniffer
[SCRAPE | Mon May 31 11:47:57 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: American Bully Inu not found on sniffer
[SCRAPE | Mon May 31 11:47:58 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Albacore not found on sniffer
[SCRAPE | Mon May 31 11:48:00 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SpaceX Finance not found on sniffer
[SCRAPE | Mon May 31 11:48:02 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: RugWatch not found on sniffer
[SCRAPE | Mon May 31 11:48:03 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Aquagoat not found on sniffer
[SCRAPE | Mon May 31 11:48:05 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: CorgiCoin not found on sniffer
[SCRAPE | Mon May 31 11:48:06 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: LooksCoin not found on sniffer
[SCRAPE | Mon May 31 11:48:08 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: LGBTToken not found on sniffer
[SCRAPE | Mon May 31 11:48:10 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: NASFTY.IO not found on sniffer
[SCRAPE | Mon May 31 11:48:11 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: PorygonToken not found on sniffer
[SCRAPE | Mon May 31 11:48:13 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Walmart Finance not found on sniffer
[SCRAPE | Mon May 31 11:48:14 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: COLONIZER (https://colonizer.io) not found on sniffer
[SCRAPE | Mon May 31 11:48:16 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: CorgiCoin not found on sniffer
[SCRAPE | Mon May 31 11:48:18 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: TRXT not found on sniffer
[SCRAPE | Mon May 31 11:48:19 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: AquaPanda not found on sniffer
[SCRAPE | Mon May 31 11:48:21 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: FOLU not found on sniffer
[SCRAPE | Mon May 31 11:48:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: IRA Coin not found on sniffer
[SCRAPE | Mon May 31 11:48:24 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: MISSIONUNIVERSE not found on sniffer
[SCRAPE | Mon May 31 11:48:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: APE CULT not found on sniffer
[SCRAPE | Mon May 31 11:48:27 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: KCSMoon not found on sniffer
[SCRAPE | Mon May 31 11:48:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Silan Token not found on sniffer
[SCRAPE | Mon May 31 11:48:31 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Tuthmose not found on sniffer
[SCRAPE | Mon May 31 11:48:32 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: DODOTOKEN not found on sniffer
[SCRAPE | Mon May 31 11:48:34 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: DiamondToken not found on sniffer
[SCRAPE | Mon May 31 11:48:35 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: FVCAKE not found on sniffer
[SCRAPE | Mon May 31 11:48:37 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Kuroko not found on sniffer
[SCRAPE | Mon May 31 11:48:39 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: TOIT not found on sniffer
[SCRAPE | Mon May 31 11:48:40 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: XMTZ not found on sniffer
[SCRAPE | Mon May 31 11:48:42 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Butter.Finance not found on sniffer
[SCRAPE | Mon May 31 11:48:44 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: BrotherFinance not found on sniffer
[SCRAPE | Mon May 31 11:48:45 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Handshake not found on sniffer
[SCRAPE | Mon May 31 11:48:47 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: TechnoShiba not found on sniffer
[SCRAPE | Mon May 31 11:48:48 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: DiamondInu not found on sniffer
[SCRAPE | Mon May 31 11:48:50 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: MOON GIRL not found on sniffer
[SCRAPE | Mon May 31 11:48:52 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: VOLQAN not found on sniffer
[SCRAPE | Mon May 31 11:48:53 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Uber Eats not found on sniffer
[SCRAPE | Mon May 31 11:48:55 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: CCDTOKEN not found on sniffer
[SCRAPE | Mon May 31 11:48:56 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Denarius not found on sniffer
[SCRAPE | Mon May 31 11:48:58 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: GhostyBank Token not found on sniffer
[SCRAPE | Mon May 31 11:49:00 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Uber Finance not found on sniffer
[SCRAPE | Mon May 31 11:49:01 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: mameshiba not found on sniffer
[SCRAPE | Mon May 31 11:49:03 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: mrbeast not found on sniffer
[SCRAPE | Mon May 31 11:49:04 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Prueba not found on sniffer
[SCRAPE | Mon May 31 11:49:06 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: THETA TOKEN not found on sniffer
[SCRAPE | Mon May 31 11:49:07 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Akatsuki not found on sniffer
[SCRAPE | Mon May 31 11:49:09 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: ArtificialCoinBox not found on sniffer
[SCRAPE | Mon May 31 11:49:11 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: mameshiba not found on sniffer
[SCRAPE | Mon May 31 11:49:12 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SCOREBOARD not found on sniffer
[SCRAPE | Mon May 31 11:49:14 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SanPedro Finance not found on sniffer
[SCRAPE | Mon May 31 11:49:15 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Torpey not found on sniffer
[SCRAPE | Mon May 31 11:49:17 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: AvocadoSwap not found on sniffer
[SCRAPE | Mon May 31 11:49:19 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: TestMKS7 not found on sniffer
[SCRAPE | Mon May 31 11:49:20 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: mameshiba not found on sniffer
[SCRAPE | Mon May 31 11:49:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: KILLUA not found on sniffer
[SCRAPE | Mon May 31 11:49:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: KodaTestToken not found on sniffer
[SCRAPE | Mon May 31 11:49:25 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: IceCreamSwap not found on sniffer
[SCRAPE | Mon May 31 11:49:27 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Kazuzee Token not found on sniffer
[SCRAPE | Mon May 31 11:49:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: DevIsSleeping not found on sniffer
[SCRAPE | Mon May 31 11:49:30 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: PlayBIT.gg not found on sniffer
[SCRAPE | Mon May 31 11:49:31 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: BAT Pocotol not found on sniffer
[SCRAPE | Mon May 31 11:49:33 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Safe World not found on sniffer
[SCRAPE | Mon May 31 11:49:35 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Thalassa Finance not found on sniffer
[SCRAPE | Mon May 31 11:49:36 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Zeno not found on sniffer
[SCRAPE | Mon May 31 11:49:38 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: QUARZ not found on sniffer
[SCRAPE | Mon May 31 11:49:39 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SafeMars2r not found on sniffer
[SCRAPE | Mon May 31 11:49:41 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: VALKYRIE not found on sniffer
[SCRAPE | Mon May 31 11:49:43 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: FinanceSafe not found on sniffer
[SCRAPE | Mon May 31 11:49:44 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: DAPS Coin Wrapped not found on sniffer
[SCRAPE | Mon May 31 11:49:46 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: BangBroMoon not found on sniffer
[SCRAPE | Mon May 31 11:49:48 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: rich not found on sniffer
[SCRAPE | Mon May 31 11:49:49 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Smooth Love Potion not found on sniffer
[SCRAPE | Mon May 31 11:49:51 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SCAMCOINZ not found on sniffer
[SCRAPE | Mon May 31 11:49:52 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: BlackRockInc not found on sniffer
[SCRAPE | Mon May 31 11:49:54 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Emerald Shiba not found on sniffer
[SCRAPE | Mon May 31 11:49:56 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: TESTNOTBUY02 not found on sniffer
[SCRAPE | Mon May 31 11:49:57 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SuicideMonday not found on sniffer
[SCRAPE | Mon May 31 11:49:59 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: USDC not found on sniffer
